coord,weather,base,main,visibility,wind,clouds,dt,sys,timezone,id,name,cod,message,rain,snow
"{'lon': 105.88, 'lat': 14.89}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 304.15, 'pressure': 1010, 'humidity': 66, 'temp_min': 304.15, 'temp_max': 304.15}",10000.0,"{'speed': 1, 'deg': 360}",{'all': 20},1572095382.0,"{'type': 1, 'id': 9197, 'country': 'LA', 'sunrise': 1572043806, 'sunset': 1572085841}",25200.0,1657819.0,Champasak,200,,,
"{'lon': 7.07, 'lat': 5.43}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 304.15, 'pressure': 1012, 'humidity': 66, 'temp_min': 304.15, 'temp_max': 304.15}",10000.0,"{'speed': 3.6, 'deg': 190}",{'all': 75},1572095382.0,"{'type': 1, 'id': 1170, 'country': 'NG', 'sunrise': 1572067017, 'sunset': 1572110055}",3600.0,2337542.0,Naze,200,,,
"{'lon': -43.81, 'lat': -20.25}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 300.15, 'pressure': 1021, 'humidity': 57, 'temp_min': 300.15, 'temp_max': 300.15}",10000.0,"{'speed': 2.1, 'deg': 10}",{'all': 18},1572095382.0,"{'type': 1, 'id': 8414, 'country': 'BR', 'sunrise': 1572077813, 'sunset': 1572123680}",-10800.0,3460954.0,Praia,200,,{'3h': 0.19},
"{'lon': 12.15, 'lat': -15.19}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 298.15, 'pressure': 1011, 'humidity': 65, 'temp_min': 298.15, 'temp_max': 298.15}",10000.0,"{'speed': 6.7, 'deg': 310}",{'all': 20},1572095382.0,"{'type': 1, 'id': 2155, 'country': 'AO', 'sunrise': 1572064688, 'sunset': 1572109945}",3600.0,3347019.0,Namibe,200,,,
,,,,,,,,,,,,404,city not found,,
"{'lon': 135.58, 'lat': 62.65}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 262, 'pressure': 1015, 'humidity': 96, 'temp_min': 262, 'temp_max': 262, 'sea_level': 1015, 'grnd_level': 990}",,"{'speed': 0.43, 'deg': 123}",{'all': 96},1572095383.0,"{'country': 'RU', 'sunrise': 1572041547, 'sunset': 1572073844}",32400.0,2022773.0,Khandyga,200,,,
,,,,,,,,,,,,404,city not found,,
"{'lon': 14.43, 'lat': 27.03}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",model,"{'temp': 303.24, 'pressure': 1014, 'humidity': 19, 'temp_min': 303.24, 'temp_max': 303.24, 'sea_level': 1014, 'grnd_level': 963}",,"{'speed': 4.31, 'deg': 193}",{'all': 77},1572095383.0,"{'country': 'LY', 'sunrise': 1572066476, 'sunset': 1572107063}",7200.0,2212775.0,Sabha,200,,,
"{'lon': -39.92, 'lat': -2.92}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",model,"{'temp': 305.46, 'pressure': 1014, 'humidity': 46, 'temp_min': 305.46, 'temp_max': 305.46, 'sea_level': 1014, 'grnd_level': 1009}",,"{'speed': 5.47, 'deg': 110}",{'all': 70},1572095383.0,"{'country': 'BR', 'sunrise': 1572077854, 'sunset': 1572121771}",-10800.0,3393692.0,Itarema,200,,,
"{'lon': 27.87, 'lat': 62.32}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 278.6, 'pressure': 996, 'humidity': 70, 'temp_min': 278.15, 'temp_max': 279.15}",10000.0,"{'speed': 3.6, 'deg': 210}",{'all': 27},1572095383.0,"{'type': 1, 'id': 1357, 'country': 'FI', 'sunrise': 1572067367, 'sunset': 1572099721}",10800.0,632371.0,Varkaus,200,,,
"{'lon': 51.92, 'lat': 47.1}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 290.15, 'pressure': 1024, 'humidity': 27, 'temp_min': 290.15, 'temp_max': 290.15}",10000.0,"{'speed': 4, 'deg': 170}",{'all': 0},1572095383.0,"{'type': 1, 'id': 8836, 'country': 'KZ', 'sunrise': 1572059120, 'sunset': 1572096426}",18000.0,610529.0,Atyrau,200,,,
"{'lon': 49.87, 'lat': 11.47}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",model,"{'temp': 301.53, 'pressure': 1009, 'humidity': 48, 'temp_min': 301.53, 'temp_max': 301.53, 'sea_level': 1009, 'grnd_level': 990}",,"{'speed': 3.11, 'deg': 21}",{'all': 46},1572095383.0,"{'country': 'SO', 'sunrise': 1572057065, 'sunset': 1572099465}",10800.0,53157.0,Qandala,200,,,
"{'lon': -102.67, 'lat': 51.95}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",model,"{'temp': 273.98, 'pressure': 998, 'humidity': 87, 'temp_min': 273.98, 'temp_max': 273.98, 'sea_level': 998, 'grnd_level': 936}",,"{'speed': 11.35, 'deg': 327}",{'all': 88},1572095384.0,"{'country': 'CA', 'sunrise': 1572096856, 'sunset': 1572132887}",-21600.0,6112862.0,Preeceville,200,,,{'3h': 0.69}
"{'lon': -70.9, 'lat': 47.04}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 277.45, 'pressure': 1022, 'humidity': 93, 'temp_min': 275.93, 'temp_max': 278.71}",48279.0,"{'speed': 2.6, 'deg': 280}",{'all': 75},1572095384.0,"{'type': 1, 'id': 890, 'country': 'CA', 'sunrise': 1572088620, 'sunset': 1572125875}",-14400.0,6325479.0,Beaupre,200,,,
"{'lon': 19.78, 'lat': 3.25}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",model,"{'temp': 297.8, 'pressure': 1009, 'humidity': 78, 'temp_min': 297.8, 'temp_max': 297.8, 'sea_level': 1009, 'grnd_level': 965}",,"{'speed': 0.72, 'deg': 235}",{'all': 100},1572095384.0,"{'country': 'CD', 'sunrise': 1572063852, 'sunset': 1572107119}",3600.0,2315728.0,Gemena,200,,,
"{'lon': -38.48, 'lat': -12.98}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 302.15, 'pressure': 1017, 'humidity': 62, 'temp_min': 302.15, 'temp_max': 302.15}",10000.0,"{'speed': 6.2, 'deg': 80}",{'all': 40},1572095384.0,"{'type': 1, 'id': 8454, 'country': 'BR', 'sunrise': 1572076962, 'sunset': 1572121973}",-10800.0,3450554.0,Salvador,200,,,
"{'lon': -73.83, 'lat': -41.87}","[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09d'}]",stations,"{'temp': 283.15, 'pressure': 1007, 'humidity': 81, 'temp_min': 283.15, 'temp_max': 283.15}",9000.0,"{'speed': 3.6, 'deg': 260}",{'all': 75},1572095384.0,"{'type': 1, 'id': 8512, 'country': 'CL', 'sunrise': 1572083340, 'sunset': 1572132561}",-10800.0,3899695.0,Ancud,200,,,
"{'lon': 145.57, 'lat': 43.32}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",model,"{'temp': 285.08, 'pressure': 1008, 'humidity': 89, 'temp_min': 285.08, 'temp_max': 285.08, 'sea_level': 1008, 'grnd_level': 1009}",,"{'speed': 8.93, 'deg': 69}",{'all': 100},1572095384.0,"{'country': 'JP', 'sunrise': 1572036237, 'sunset': 1572074360}",32400.0,2128975.0,Nemuro,200,,{'3h': 1.5},
"{'lon': 21.2, 'lat': 6.26}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",model,"{'temp': 302.89, 'pressure': 1006, 'humidity': 63, 'temp_min': 302.89, 'temp_max': 302.89, 'sea_level': 1006, 'grnd_level': 937}",,"{'speed': 1.9, 'deg': 44}",{'all': 86},1572095384.0,"{'country': 'CF', 'sunrise': 1572063669, 'sunset': 1572106621}",3600.0,238566.0,Ippy,200,,,
"{'lon': -80.03, 'lat': 48.15}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 270.15, 'pressure': 1021, 'humidity': 92, 'temp_min': 270.15, 'temp_max': 270.15}",14484.0,"{'speed': 2.6, 'deg': 150}",{'all': 1},1572095384.0,"{'type': 1, 'id': 981, 'country': 'CA', 'sunrise': 1572090939, 'sunset': 1572127938}",-14400.0,5992836.0,Kirkland Lake,200,,,
,,,,,,,,,,,,404,city not found,,
,,,,,,,,,,,,404,city not found,,
"{'lon': -94.27, 'lat': 45.7}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 277.11, 'pressure': 1008, 'humidity': 61, 'temp_min': 276.15, 'temp_max': 278.15}",16093.0,"{'speed': 7.7, 'deg': 170, 'gust': 10.3}",{'all': 1},1572095385.0,"{'type': 1, 'id': 5331, 'country': 'US', 'sunrise': 1572094090, 'sunset': 1572131622}",-18000.0,5044407.0,Saint Stephen,200,,,
,,,,,,,,,,,,404,city not found,,
"{'lon': 52.85, 'lat': 43.35}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,"{'temp': 290.51, 'pressure': 1023, 'humidity': 19, 'temp_min': 290.51, 'temp_max': 290.51, 'sea_level': 1023, 'grnd_level': 997}",,"{'speed': 4.64, 'deg': 94}",{'all': 0},1572095385.0,"{'country': 'KZ', 'sunrise': 1572058512, 'sunset': 1572096587}",18000.0,607610.0,Zhanaozen,200,,,
"{'lon': -52.9, 'lat': 65.42}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",model,"{'temp': 276.09, 'pressure': 1015, 'humidity': 64, 'temp_min': 276.09, 'temp_max': 276.09, 'sea_level': 1015, 'grnd_level': 1006}",,"{'speed': 4.25, 'deg': 104}",{'all': 82},1572095385.0,"{'country': 'GL', 'sunrise': 1572087664, 'sunset': 1572118191}",-7200.0,3421982.0,Maniitsoq,200,,,
,,,,,,,,,,,,404,city not found,,
"{'lon': 138.93, 'lat': 34.7}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 289.62, 'pressure': 1011, 'humidity': 82, 'temp_min': 288.15, 'temp_max': 290.37}",10000.0,"{'speed': 4.6, 'deg': 290}",{'all': 20},1572095386.0,"{'type': 1, 'id': 8019, 'country': 'JP', 'sunrise': 1572037109, 'sunset': 1572076674}",32400.0,1852357.0,Shimoda,200,,,
"{'lon': 119.61, 'lat': 51.31}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 268.96, 'pressure': 1008, 'humidity': 83, 'temp_min': 268.96, 'temp_max': 268.96, 'sea_level': 1008, 'grnd_level': 915}",,"{'speed': 0.55, 'deg': 132}",{'all': 100},1572095386.0,"{'country': 'RU', 'sunrise': 1572043358, 'sunset': 1572079698}",32400.0,2019323.0,Nerchinskiy Zavod,200,,,
"{'lon': -46.05, 'lat': 60.91}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 270.15, 'pressure': 1017, 'humidity': 49, 'temp_min': 270.15, 'temp_max': 270.15}",10000.0,"{'speed': 2.1, 'deg': 90}",{'all': 20},1572095386.0,"{'type': 1, 'id': 47, 'country': 'GL', 'sunrise': 1572084809, 'sunset': 1572117758}",-7200.0,3421719.0,Narsaq,200,,,
"{'lon': 108.99, 'lat': 32.73}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 283.64, 'pressure': 1024, 'humidity': 71, 'temp_min': 283.64, 'temp_max': 283.64, 'sea_level': 1024, 'grnd_level': 943}",,"{'speed': 1.08, 'deg': 181}",{'all': 85},1572095386.0,"{'country': 'CN', 'sunrise': 1572044155, 'sunset': 1572083998}",28800.0,1789065.0,Ankang,200,,,
"{'lon': 42.93, 'lat': 16.02}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",model,"{'temp': 305.69, 'pressure': 1008, 'humidity': 49, 'temp_min': 305.69, 'temp_max': 305.69, 'sea_level': 1008, 'grnd_level': 1000}",,"{'speed': 6.16, 'deg': 277}",{'all': 31},1572095386.0,"{'country': 'YE', 'sunrise': 1572058979, 'sunset': 1572100881}",10800.0,34915.0,Bani,200,,,
,,,,,,,,,,,,404,city not found,,
"{'lon': 143.24, 'lat': 64.57}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",model,"{'temp': 254.18, 'pressure': 1020, 'humidity': 97, 'temp_min': 254.18, 'temp_max': 254.18, 'sea_level': 1020, 'grnd_level': 895}",,"{'speed': 1.24, 'deg': 60}",{'all': 100},1572095387.0,"{'country': 'RU', 'sunrise': 1572040223, 'sunset': 1572071492}",36000.0,2120048.0,Ust-Nera,200,,,{'3h': 0.31}
"{'lon': 144.07, 'lat': -4.06}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",model,"{'temp': 297.32, 'pressure': 1011, 'humidity': 94, 'temp_min': 297.32, 'temp_max': 297.32, 'sea_level': 1011, 'grnd_level': 1004}",,"{'speed': 0.85, 'deg': 26}",{'all': 95},1572095387.0,"{'country': 'PG', 'sunrise': 1572033643, 'sunset': 1572077674}",36000.0,2100765.0,Angoram,200,,{'3h': 0.19},
"{'lon': -83.04, 'lat': 12.17}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",model,"{'temp': 300.77, 'pressure': 1010, 'humidity': 75, 'temp_min': 300.77, 'temp_max': 300.77, 'sea_level': 1010, 'grnd_level': 1010}",,"{'speed': 1.96, 'deg': 307}",{'all': 100},1572095387.0,"{'country': 'NI', 'sunrise': 1572089005, 'sunset': 1572131316}",-21600.0,3620266.0,Corn Island,200,,{'3h': 1.69},
"{'lon': -49.22, 'lat': -25.29}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 293.3, 'pressure': 1021, 'humidity': 77, 'temp_min': 292.15, 'temp_max': 295.37}",10000.0,"{'speed': 3.1, 'deg': 80}",{'all': 75},1572095387.0,"{'type': 1, 'id': 8313, 'country': 'BR', 'sunrise': 1572078788, 'sunset': 1572125301}",-10800.0,3465927.0,Colombo,200,,,
"{'lon': -86.61, 'lat': 30.44}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 298.45, 'pressure': 1011, 'humidity': 100, 'temp_min': 296.48, 'temp_max': 300.15}",16093.0,"{'speed': 4.6, 'deg': 140}",{'all': 40},1572095387.0,"{'type': 1, 'id': 3951, 'country': 'US', 'sunrise': 1572090964, 'sunset': 1572131071}",-18000.0,4166723.0,Ocean City,200,,{'1h': 0.25},
"{'lon': -69.04, 'lat': -16.56}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,"{'temp': 281.61, 'pressure': 1020, 'humidity': 68, 'temp_min': 281.61, 'temp_max': 281.61, 'sea_level': 1020, 'grnd_level': 645}",,"{'speed': 1.88, 'deg': 8}",{'all': 10},1572095387.0,"{'country': 'PE', 'sunrise': 1572084087, 'sunset': 1572129515}",-18000.0,3941492.0,Desaguadero,200,,,
"{'lon': 21.59, 'lat': 45.23}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 295.54, 'pressure': 1023, 'humidity': 43, 'temp_min': 295.15, 'temp_max': 296.48}",10000.0,{'speed': 0.5},{'all': 0},1572095387.0,"{'type': 1, 'id': 7045, 'country': 'RO', 'sunrise': 1572066208, 'sunset': 1572103895}",10800.0,677976.0,Forotic,200,,,
"{'lon': 23.58, 'lat': 52.74}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 290.18, 'pressure': 1020, 'humidity': 65, 'temp_min': 289.82, 'temp_max': 290.37}",,"{'speed': 1.34, 'deg': 177, 'gust': 3.58}",{'all': 82},1572095387.0,"{'type': 3, 'id': 2017469, 'country': 'PL', 'sunrise': 1572066627, 'sunset': 1572102520}",7200.0,771158.0,Hajnowka,200,,{},
"{'lon': 117.03, 'lat': 25.1}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",model,"{'temp': 289.01, 'pressure': 1020, 'humidity': 93, 'temp_min': 289.01, 'temp_max': 289.01, 'sea_level': 1020, 'grnd_level': 945}",,"{'speed': 1.1, 'deg': 32}",{'all': 98},1572095388.0,"{'country': 'CN', 'sunrise': 1572041720, 'sunset': 1572082575}",28800.0,1802276.0,Longyan,200,,{'3h': 0.13},
"{'lon': 115.24, 'lat': 5.28}","[{'id': 201, 'main': 'Thunderstorm', 'description': 'thunderstorm with rain', 'icon': '11n'}]",stations,"{'temp': 298.15, 'pressure': 1008, 'humidity': 88, 'temp_min': 297.15, 'temp_max': 299.15}",5000.0,"{'speed': 2.1, 'deg': 120}",{'all': 75},1572095388.0,"{'type': 1, 'id': 9372, 'country': 'BN', 'sunrise': 1572041048, 'sunset': 1572084106}",28800.0,1733782.0,Victoria,200,,,
"{'lon': -54.04, 'lat': -19.53}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,"{'temp': 304.6, 'pressure': 1013, 'humidity': 29, 'temp_min': 304.6, 'temp_max': 304.6, 'sea_level': 1013, 'grnd_level': 959}",,"{'speed': 2.09, 'deg': 73}",{'all': 10},1572095388.0,"{'country': 'BR', 'sunrise': 1572080311, 'sunset': 1572126091}",-14400.0,3468020.0,Camapua,200,,,
"{'lon': -73.25, 'lat': -39.81}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 285.15, 'pressure': 1011, 'humidity': 100, 'temp_min': 285.15, 'temp_max': 285.15}",10000.0,"{'speed': 2.6, 'deg': 330}",{'all': 75},1572095388.0,"{'type': 1, 'id': 8526, 'country': 'CL', 'sunrise': 1572083404, 'sunset': 1572132219}",-10800.0,3868707.0,Valdivia,200,,,
"{'lon': 87.54, 'lat': 25.86}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 297.04, 'pressure': 1011, 'humidity': 72, 'temp_min': 297.04, 'temp_max': 297.04, 'sea_level': 1011, 'grnd_level': 1005}",,"{'speed': 2.23, 'deg': 279}",{'all': 97},1572095388.0,"{'country': 'IN', 'sunrise': 1572048848, 'sunset': 1572089601}",19800.0,1259166.0,Kasba,200,,,
"{'lon': 13.4, 'lat': -12.58}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 299.15, 'pressure': 1011, 'humidity': 74, 'temp_min': 299.15, 'temp_max': 299.15}",10000.0,"{'speed': 3.1, 'deg': 230}",{'all': 90},1572095388.0,"{'type': 1, 'id': 9743, 'country': 'AO', 'sunrise': 1572064537, 'sunset': 1572109497}",3600.0,3351663.0,Benguela,200,,,
"{'lon': 82.22, 'lat': 16.73}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 300.15, 'pressure': 1010, 'humidity': 83, 'temp_min': 300.15, 'temp_max': 300.15}",6000.0,"{'speed': 1.5, 'deg': 320}",{'all': 75},1572095388.0,"{'type': 1, 'id': 9225, 'country': 'IN', 'sunrise': 1572049587, 'sunset': 1572091415}",19800.0,1252795.0,Yanam,200,,,
"{'lon': 29.19, 'lat': 65.96}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",stations,"{'temp': 273.15, 'pressure': 991, 'humidity': 95, 'temp_min': 273.15, 'temp_max': 273.15}",4100.0,"{'speed': 3.1, 'deg': 70}",{'all': 90},1572095388.0,"{'type': 1, 'id': 1352, 'country': 'FI', 'sunrise': 1572068091, 'sunset': 1572098364}",10800.0,649924.0,Kuusamo,200,,,
"{'lon': 42.71, 'lat': 41.67}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 294.15, 'pressure': 1018, 'humidity': 64, 'temp_min': 294.15, 'temp_max': 294.15}",10000.0,"{'speed': 4.6, 'deg': 280}",{'all': 40},1572095389.0,"{'type': 1, 'id': 8856, 'country': 'GE', 'sunrise': 1572060791, 'sunset': 1572099175}",14400.0,615973.0,Adigeni,200,,,
"{'lon': 98.49, 'lat': 39.73}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,"{'temp': 277.15, 'pressure': 1023, 'humidity': 28, 'temp_min': 277.15, 'temp_max': 277.15, 'sea_level': 1023, 'grnd_level': 788}",,"{'speed': 1.01, 'deg': 170}",{'all': 0},1572095389.0,"{'country': 'CN', 'sunrise': 1572047222, 'sunset': 1572085971}",28800.0,1280957.0,Jiuquan,200,,,
"{'lon': 27.73, 'lat': 64.22}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",stations,"{'temp': 275.15, 'pressure': 991, 'humidity': 93, 'temp_min': 275.15, 'temp_max': 275.15}",10000.0,"{'speed': 3.1, 'deg': 250}",{'all': 90},1572095389.0,"{'type': 1, 'id': 1344, 'country': 'FI', 'sunrise': 1572067906, 'sunset': 1572099250}",10800.0,654901.0,Kajaani,200,,,
"{'lon': 96.13, 'lat': 4.14}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",model,"{'temp': 300.82, 'pressure': 1011, 'humidity': 72, 'temp_min': 300.82, 'temp_max': 300.82, 'sea_level': 1011, 'grnd_level': 1010}",,"{'speed': 1.98, 'deg': 184}",{'all': 100},1572095389.0,"{'country': 'ID', 'sunrise': 1572045575, 'sunset': 1572088751}",25200.0,1214488.0,Meulaboh,200,,{'3h': 5.94},
"{'lon': -54.17, 'lat': -32.37}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,"{'temp': 292.13, 'pressure': 1017, 'humidity': 62, 'temp_min': 292.13, 'temp_max': 292.13, 'sea_level': 1017, 'grnd_level': 1004}",,"{'speed': 3.81, 'deg': 346}",{'all': 0},1572095389.0,"{'country': 'UY', 'sunrise': 1572079467, 'sunset': 1572126998}",-10800.0,3441702.0,Melo,200,,,
"{'lon': -16.5, 'lat': 16.03}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 306.15, 'pressure': 1013, 'humidity': 59, 'temp_min': 306.15, 'temp_max': 306.15}",10000.0,"{'speed': 3.1, 'deg': 360}",{'all': 87},1572095389.0,"{'type': 1, 'id': 2435, 'country': 'SN', 'sunrise': 1572073246, 'sunset': 1572115139}",0.0,2246452.0,Saint-Louis,200,,,
"{'lon': -73.36, 'lat': 41.14}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 284.18, 'pressure': 1024, 'humidity': 62, 'temp_min': 280.37, 'temp_max': 287.59}",16093.0,"{'speed': 4.6, 'deg': 30}",{'all': 1},1572095252.0,"{'type': 1, 'id': 3409, 'country': 'US', 'sunrise': 1572088622, 'sunset': 1572127053}",-14400.0,4845585.0,Westport,200,,,
"{'lon': 103.46, 'lat': 30.42}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 287.15, 'pressure': 1024, 'humidity': 87, 'temp_min': 287.15, 'temp_max': 287.15}",10000.0,"{'speed': 1.79, 'deg': 211}",{'all': 40},1572095389.0,"{'type': 1, 'id': 9674, 'country': 'CN', 'sunrise': 1572045323, 'sunset': 1572085485}",28800.0,1803365.0,Linqiong,200,,,
"{'lon': -95.91, 'lat': 46.98}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 277.67, 'pressure': 1004, 'humidity': 57, 'temp_min': 275.37, 'temp_max': 279.15}",16093.0,"{'speed': 4.6, 'deg': 170}",{'all': 1},1572095390.0,"{'type': 1, 'id': 3868, 'country': 'US', 'sunrise': 1572094622, 'sunset': 1572131877}",-18000.0,5024237.0,Callaway,200,,,
"{'lon': -81.25, 'lat': 19.28}","[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09d'}]",stations,"{'temp': 298.48, 'pressure': 1012, 'humidity': 94, 'temp_min': 298.15, 'temp_max': 298.71}",7000.0,"{'speed': 2.1, 'deg': 120}",{'all': 40},1572095390.0,"{'type': 1, 'id': 7265, 'country': 'KY', 'sunrise': 1572088975, 'sunset': 1572130488}",-18000.0,3580733.0,Bodden Town,200,,{'1h': 0.51},
"{'lon': 50.85, 'lat': 32.33}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 290.15, 'pressure': 1022, 'humidity': 29, 'temp_min': 290.15, 'temp_max': 290.15}",10000.0,"{'speed': 6.2, 'deg': 260}",{'all': 40},1572095390.0,"{'type': 1, 'id': 7467, 'country': 'IR', 'sunrise': 1572058089, 'sunset': 1572097970}",12600.0,115770.0,Shahr-e Kord,200,,,
"{'lon': 116.86, 'lat': -1.24}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",model,"{'temp': 297.53, 'pressure': 1009, 'humidity': 92, 'temp_min': 297.53, 'temp_max': 297.53, 'sea_level': 1009, 'grnd_level': 1005}",,"{'speed': 1, 'deg': 188}",{'all': 99},1572095390.0,"{'country': 'ID', 'sunrise': 1572040320, 'sunset': 1572084057}",28800.0,1650527.0,Balikpapan,200,,{'3h': 0.5},
