coord,weather,base,main,visibility,wind,clouds,dt,sys,timezone,id,name,cod,message,rain,snow
"{'lon': 44.22, 'lat': 17.54}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 305.15, 'pressure': 1014, 'humidity': 14, 'temp_min': 305.15, 'temp_max': 305.15}",10000.0,"{'speed': 3.1, 'deg': 130}",{'all': 20},1572095344.0,"{'type': 1, 'id': 7421, 'country': 'SA', 'sunrise': 1572058755, 'sunset': 1572100486}",10800.0,103630.0,Najran,200,,,
,,,,,,,,,,,,404,city not found,,
"{'lon': 110.35, 'lat': 20.01}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 298.15, 'pressure': 1015, 'humidity': 88, 'temp_min': 298.15, 'temp_max': 298.15}",10000.0,"{'speed': 3, 'deg': 110}",{'all': 100},1572095345.0,"{'type': 1, 'id': 9635, 'country': 'CN', 'sunrise': 1572043020, 'sunset': 1572084481}",28800.0,1797535.0,Qiongshan,200,,,
"{'lon': 12.69, 'lat': 67.67}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 277.15, 'pressure': 996, 'humidity': 80, 'temp_min': 277.15, 'temp_max': 277.15}",10000.0,"{'speed': 6.2, 'deg': 30}",{'all': 75},1572095345.0,"{'type': 1, 'id': 1642, 'country': 'NO', 'sunrise': 1572072678, 'sunset': 1572101697}",7200.0,3137469.0,Sorland,200,,,
,,,,,,,,,,,,404,city not found,,
"{'lon': 14.51, 'lat': -22.95}","[{'id': 761, 'main': 'Dust', 'description': 'dust', 'icon': '50d'}]",stations,"{'temp': 294.59, 'pressure': 1014, 'humidity': 44, 'temp_min': 290.93, 'temp_max': 298.15}",5000.0,"{'speed': 6.2, 'deg': 360}",{'all': 24},1572095345.0,"{'type': 1, 'id': 2288, 'country': 'NA', 'sunrise': 1572063653, 'sunset': 1572109847}",7200.0,3359638.0,Walvis Bay,200,,,
"{'lon': 32.9, 'lat': 24.09}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,"{'temp': 303.49, 'pressure': 1011, 'humidity': 21, 'temp_min': 303.49, 'temp_max': 303.49, 'sea_level': 1011, 'grnd_level': 986}",,"{'speed': 4.23, 'deg': 338}",{'all': 0},1572095345.0,"{'country': 'EG', 'sunrise': 1572061857, 'sunset': 1572102818}",7200.0,359792.0,Aswan,200,,,
"{'lon': 120.75, 'lat': -1.4}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",model,"{'temp': 293.67, 'pressure': 1010, 'humidity': 92, 'temp_min': 293.67, 'temp_max': 293.67, 'sea_level': 1010, 'grnd_level': 909}",,"{'speed': 0.85, 'deg': 178}",{'all': 100},1572095345.0,"{'country': 'ID', 'sunrise': 1572039378, 'sunset': 1572083131}",28800.0,1630723.0,Poso,200,,{'3h': 2},
"{'lon': 47.38, 'lat': 47.32}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,"{'temp': 292.5, 'pressure': 1023, 'humidity': 33, 'temp_min': 292.5, 'temp_max': 292.5, 'sea_level': 1023, 'grnd_level': 1024}",,"{'speed': 3.56, 'deg': 111}",{'all': 0},1572095345.0,"{'country': 'RU', 'sunrise': 1572060235, 'sunset': 1572097490}",14400.0,484644.0,Tambovka,200,,,
"{'lon': -52.1, 'lat': -32.03}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 297.88, 'pressure': 1017, 'humidity': 38, 'temp_min': 297.15, 'temp_max': 298.71}",10000.0,"{'speed': 4.1, 'deg': 50}",{'all': 0},1572095346.0,"{'type': 1, 'id': 8408, 'country': 'BR', 'sunrise': 1572078997, 'sunset': 1572126475}",-10800.0,3451138.0,Rio Grande,200,,,
"{'lon': 74.77, 'lat': 29.18}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,"{'temp': 304.73, 'pressure': 1010, 'humidity': 18, 'temp_min': 304.73, 'temp_max': 304.73, 'sea_level': 1010, 'grnd_level': 987}",,"{'speed': 2.51, 'deg': 27}",{'all': 0},1572095346.0,"{'country': 'IN', 'sunrise': 1572052128, 'sunset': 1572092450}",19800.0,1261234.0,Nohar,200,,,
"{'lon': 25.75, 'lat': -5.39}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",model,"{'temp': 301.97, 'pressure': 1007, 'humidity': 72, 'temp_min': 301.97, 'temp_max': 301.97, 'sea_level': 1007, 'grnd_level': 937}",,"{'speed': 0.74, 'deg': 204}",{'all': 73},1572095346.0,"{'country': 'CD', 'sunrise': 1572061965, 'sunset': 1572106141}",7200.0,211098.0,Lubao,200,,{'3h': 3.13},
"{'lon': -115.15, 'lat': 36.17}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 284.64, 'pressure': 1014, 'humidity': 39, 'temp_min': 280.15, 'temp_max': 287.15}",16093.0,"{'speed': 0.2, 'deg': 170}",{'all': 40},1572094801.0,"{'type': 1, 'id': 3527, 'country': 'US', 'sunrise': 1572098240, 'sunset': 1572137493}",-25200.0,5506956.0,Las Vegas,200,,,
"{'lon': 34.76, 'lat': 64.52}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",model,"{'temp': 279.09, 'pressure': 989, 'humidity': 86, 'temp_min': 279.09, 'temp_max': 279.09, 'sea_level': 989, 'grnd_level': 987}",,"{'speed': 5.94, 'deg': 316}",{'all': 99},1572095346.0,"{'country': 'RU', 'sunrise': 1572066302, 'sunset': 1572097479}",10800.0,577922.0,Belomorsk,200,,{'3h': 0.31},
"{'lon': -88.98, 'lat': 15.02}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 294.82, 'pressure': 1009, 'humidity': 1, 'temp_min': 294.82, 'temp_max': 294.82}",,"{'speed': 1.4, 'deg': 205}",{'all': 99},1572095346.0,"{'type': 3, 'id': 2007880, 'country': 'HN', 'sunrise': 1572090588, 'sunset': 1572132584}",-21600.0,3609681.0,El Paraiso,200,,{'3h': 0.19},
"{'lon': 9.97, 'lat': 44.21}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 295.12, 'pressure': 1022, 'humidity': 47, 'temp_min': 292.59, 'temp_max': 297.59}",10000.0,{'speed': 1.5},{'all': 0},1572095346.0,"{'type': 1, 'id': 6803, 'country': 'IT', 'sunrise': 1572068896, 'sunset': 1572106784}",7200.0,3182686.0,Aulla,200,,,
"{'lon': -78.15, 'lat': -10.07}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",model,"{'temp': 287.52, 'pressure': 1017, 'humidity': 87, 'temp_min': 287.52, 'temp_max': 287.52, 'sea_level': 1017, 'grnd_level': 959}",,"{'speed': 0.7, 'deg': 239}",{'all': 72},1572095347.0,"{'country': 'PE', 'sunrise': 1572086642, 'sunset': 1572131332}",-18000.0,3939168.0,Huarmey,200,,,
"{'lon': 148.16, 'lat': -33.9}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",model,"{'temp': 282.57, 'pressure': 1015, 'humidity': 46, 'temp_min': 282.57, 'temp_max': 282.57, 'sea_level': 1015, 'grnd_level': 976}",,"{'speed': 2.36, 'deg': 289}",{'all': 20},1572095347.0,"{'country': 'AU', 'sunrise': 1572117158, 'sunset': 1572164983}",39600.0,2164457.0,Grenfell,200,,,
"{'lon': 141.3, 'lat': -2.67}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,"{'temp': 301.01, 'pressure': 1009, 'humidity': 72, 'temp_min': 301.01, 'temp_max': 301.01, 'sea_level': 1009, 'grnd_level': 1009}",,"{'speed': 0.55, 'deg': 108}",{'all': 1},1572095347.0,"{'country': 'PG', 'sunrise': 1572034380, 'sunset': 1572078266}",36000.0,2084442.0,Vanimo,200,,,
"{'lon': 51.53, 'lat': 25.29}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 306.95, 'pressure': 1009, 'humidity': 66, 'temp_min': 305.15, 'temp_max': 309.15}",10000.0,"{'speed': 5.1, 'deg': 60}",{'all': 20},1572095347.0,"{'type': 1, 'id': 7614, 'country': 'QA', 'sunrise': 1572057458, 'sunset': 1572098275}",10800.0,290030.0,Doha,200,,,
"{'lon': -45.36, 'lat': -23.78}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",model,"{'temp': 296.46, 'pressure': 1017, 'humidity': 81, 'temp_min': 296.46, 'temp_max': 296.46, 'sea_level': 1017, 'grnd_level': 1016}",,"{'speed': 1.23, 'deg': 314}",{'all': 24},1572095347.0,"{'country': 'BR', 'sunrise': 1572077962, 'sunset': 1572124275}",-10800.0,3461425.0,Ilhabela,200,,,
"{'lon': -54.38, 'lat': 4.27}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",model,"{'temp': 299.29, 'pressure': 1013, 'humidity': 85, 'temp_min': 299.29, 'temp_max': 299.29, 'sea_level': 1013, 'grnd_level': 999}",,"{'speed': 1.26, 'deg': 73}",{'all': 37},1572095349.0,"{'country': 'GF', 'sunrise': 1572081704, 'sunset': 1572124862}",-10800.0,3381538.0,Grand-Santi,200,,{'3h': 0.88},
"{'lon': -169.92, 'lat': -19.06}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 296.15, 'pressure': 1012, 'humidity': 94, 'temp_min': 296.15, 'temp_max': 296.15}",,"{'speed': 3.1, 'deg': 140}",{'all': 100},1572095349.0,"{'type': 1, 'id': 7306, 'country': 'NU', 'sunrise': 1572108139, 'sunset': 1572153882}",-39600.0,4036284.0,Alofi,200,,{'3h': 1.62},
"{'lon': -59.53, 'lat': 13.07}","[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09d'}]",stations,"{'temp': 303.15, 'pressure': 1014, 'humidity': 62, 'temp_min': 303.15, 'temp_max': 303.15}",10000.0,"{'speed': 5.1, 'deg': 100}",{'all': 40},1572095350.0,"{'type': 1, 'id': 8772, 'country': 'BB', 'sunrise': 1572083411, 'sunset': 1572125626}",-14400.0,3373652.0,Oistins,200,,,
,,,,,,,,,,,,404,city not found,,
"{'lon': 39.05, 'lat': 3.52}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",model,"{'temp': 299.98, 'pressure': 1008, 'humidity': 62, 'temp_min': 299.98, 'temp_max': 299.98, 'sea_level': 1008, 'grnd_level': 912}",,"{'speed': 4.66, 'deg': 133}",{'all': 86},1572095350.0,"{'country': 'ET', 'sunrise': 1572059241, 'sunset': 1572102481}",10800.0,186180.0,Moyale,200,,{'3h': 1.63},
"{'lon': 89.55, 'lat': 22.82}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",model,"{'temp': 297.78, 'pressure': 1009, 'humidity': 90, 'temp_min': 297.78, 'temp_max': 297.78, 'sea_level': 1009, 'grnd_level': 1009}",,"{'speed': 2.19, 'deg': 291}",{'all': 80},1572095350.0,"{'country': 'BD', 'sunrise': 1572048179, 'sunset': 1572089305}",21600.0,1336135.0,Khulna,200,,{'3h': 0.13},
,,,,,,,,,,,,404,city not found,,
"{'lon': 57.31, 'lat': 63.86}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",model,"{'temp': 276.4, 'pressure': 982, 'humidity': 98, 'temp_min': 276.4, 'temp_max': 276.4, 'sea_level': 982, 'grnd_level': 969}",,"{'speed': 5.84, 'deg': 218}",{'all': 100},1572095351.0,"{'country': 'RU', 'sunrise': 1572060690, 'sunset': 1572092268}",10800.0,470905.0,Vuktyl,200,,{'3h': 7.5},
"{'lon': 122.9, 'lat': 54.05}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",model,"{'temp': 268.71, 'pressure': 1010, 'humidity': 83, 'temp_min': 268.71, 'temp_max': 268.71, 'sea_level': 1010, 'grnd_level': 951}",,"{'speed': 1.73, 'deg': 33}",{'all': 73},1572095351.0,"{'country': 'RU', 'sunrise': 1572042948, 'sunset': 1572078529}",32400.0,2014078.0,Urusha,200,,,
"{'lon': 137.49, 'lat': -34.5}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,"{'temp': 285.8, 'pressure': 1020, 'humidity': 72, 'temp_min': 285.8, 'temp_max': 285.8, 'sea_level': 1020, 'grnd_level': 1017}",,"{'speed': 6.2, 'deg': 225}",{'all': 0},1572095351.0,"{'country': 'AU', 'sunrise': 1572033334, 'sunset': 1572081140}",37800.0,2063026.0,Port Victoria,200,,,
"{'lon': 145.39, 'lat': -37.84}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 283.39, 'pressure': 1015, 'humidity': 71, 'temp_min': 280.37, 'temp_max': 285.37}",10000.0,"{'speed': 4.6, 'deg': 260}",{'all': 75},1572095351.0,"{'type': 1, 'id': 9554, 'country': 'AU', 'sunrise': 1572117484, 'sunset': 1572165987}",39600.0,2154386.0,Olinda,200,,{'1h': 0.51},
"{'lon': -120.85, 'lat': 37.49}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 284.52, 'pressure': 1012, 'humidity': 81, 'temp_min': 282.15, 'temp_max': 288.71}",16093.0,"{'speed': 0.92, 'deg': 343}",{'all': 1},1572095351.0,"{'type': 1, 'id': 4949, 'country': 'US', 'sunrise': 1572099715, 'sunset': 1572138754}",-25200.0,5404024.0,Turlock,200,,,
"{'lon': 23.68, 'lat': 70.66}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 270.15, 'pressure': 1003, 'humidity': 86, 'temp_min': 270.15, 'temp_max': 270.15}",10000.0,"{'speed': 5.7, 'deg': 100}",{'all': 40},1572095351.0,"{'type': 1, 'id': 1632, 'country': 'NO', 'sunrise': 1572071414, 'sunset': 1572097685}",7200.0,779683.0,Hammerfest,200,,,
"{'lon': -40.5, 'lat': -20.67}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 301.03, 'pressure': 1016, 'humidity': 74, 'temp_min': 300.37, 'temp_max': 302.04}",10000.0,"{'speed': 4.1, 'deg': 10}",{'all': 40},1572095351.0,"{'type': 1, 'id': 8474, 'country': 'BR', 'sunrise': 1572076993, 'sunset': 1572122911}",-10800.0,3461888.0,Guarapari,200,,,
"{'lon': 111.9, 'lat': -8.09}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",model,"{'temp': 296.22, 'pressure': 1011, 'humidity': 85, 'temp_min': 296.22, 'temp_max': 296.22, 'sea_level': 1011, 'grnd_level': 992}",,"{'speed': 3.35, 'deg': 206}",{'all': 82},1572095351.0,"{'country': 'ID', 'sunrise': 1572041148, 'sunset': 1572085608}",25200.0,1648082.0,Boyolangu,200,,,
,,,,,,,,,,,,404,city not found,,
"{'lon': -78.3, 'lat': -9.47}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",model,"{'temp': 288.87, 'pressure': 1016, 'humidity': 92, 'temp_min': 288.87, 'temp_max': 288.87, 'sea_level': 1016, 'grnd_level': 1013}",,"{'speed': 3.64, 'deg': 171}",{'all': 100},1572095352.0,"{'country': 'PE', 'sunrise': 1572086711, 'sunset': 1572131335}",-18000.0,6559781.0,Casma,200,,,
"{'lon': -112.34, 'lat': 33.66}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 286.28, 'pressure': 1014, 'humidity': 24, 'temp_min': 283.15, 'temp_max': 289.15}",16093.0,"{'speed': 4.1, 'deg': 30}",{'all': 1},1572095352.0,"{'type': 1, 'id': 3882, 'country': 'US', 'sunrise': 1572097373, 'sunset': 1572137011}",-25200.0,5316205.0,Sun City West,200,,,
"{'lon': -48.67, 'lat': -28.24}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 294.15, 'pressure': 1019, 'humidity': 83, 'temp_min': 294.15, 'temp_max': 294.15}",10000.0,"{'speed': 2.6, 'deg': 200}",{'all': 75},1572095352.0,"{'type': 1, 'id': 8360, 'country': 'BR', 'sunrise': 1572078453, 'sunset': 1572125372}",-10800.0,3461370.0,Imbituba,200,,,
"{'lon': 31.75, 'lat': -0.34}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",model,"{'temp': 297.39, 'pressure': 1008, 'humidity': 69, 'temp_min': 297.39, 'temp_max': 297.39, 'sea_level': 1008, 'grnd_level': 884}",,"{'speed': 4.59, 'deg': 160}",{'all': 80},1572095352.0,"{'country': 'UG', 'sunrise': 1572060791, 'sunset': 1572104435}",10800.0,229380.0,Masaka,200,,{'3h': 0.25},
"{'lon': 100.22, 'lat': 64.27}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 260.79, 'pressure': 1006, 'humidity': 86, 'temp_min': 260.79, 'temp_max': 260.79, 'sea_level': 1006, 'grnd_level': 956}",,"{'speed': 1.31, 'deg': 277}",{'all': 88},1572095352.0,"{'country': 'RU', 'sunrise': 1572050485, 'sunset': 1572081878}",25200.0,2014833.0,Tura,200,,,
"{'lon': 101.77, 'lat': 36.62}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,"{'temp': 276.78, 'pressure': 1021, 'humidity': 63, 'temp_min': 276.78, 'temp_max': 276.78, 'sea_level': 1021, 'grnd_level': 763}",,"{'speed': 2.87, 'deg': 107}",{'all': 0},1572095352.0,"{'country': 'CN', 'sunrise': 1572046180, 'sunset': 1572085439}",28800.0,1788852.0,Xining,200,,,
"{'lon': -84.55, 'lat': 33.95}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 291.81, 'pressure': 1016, 'humidity': 93, 'temp_min': 289.82, 'temp_max': 293.71}",16093.0,{'speed': 2.6},{'all': 90},1572095352.0,"{'type': 1, 'id': 5323, 'country': 'US', 'sunrise': 1572090721, 'sunset': 1572130325}",-14400.0,4207783.0,Marietta,200,,{'1h': 0.25},
"{'lon': -121.56, 'lat': 37.01}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 285.43, 'pressure': 1013, 'humidity': 46, 'temp_min': 283.15, 'temp_max': 292.04}",16093.0,"{'speed': 0.77, 'deg': 44}",{'all': 0},1572095202.0,"{'type': 1, 'id': 3723, 'country': 'US', 'sunrise': 1572099847, 'sunset': 1572138963}",-25200.0,5352214.0,Gilroy,200,,,
,,,,,,,,,,,,404,city not found,,
"{'lon': 7.39, 'lat': 18.74}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",model,"{'temp': 309.01, 'pressure': 1010, 'humidity': 11, 'temp_min': 309.01, 'temp_max': 309.01, 'sea_level': 1010, 'grnd_level': 958}",,"{'speed': 3.15, 'deg': 226}",{'all': 63},1572095353.0,"{'country': 'NE', 'sunrise': 1572067664, 'sunset': 1572109254}",3600.0,2447513.0,Arlit,200,,,
"{'lon': -91.2, 'lat': 40.33}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 278.23, 'pressure': 1015, 'humidity': 80, 'temp_min': 277.15, 'temp_max': 279.26}",16093.0,"{'speed': 2.1, 'deg': 30}",{'all': 1},1572095353.0,"{'type': 1, 'id': 3996, 'country': 'US', 'sunrise': 1572092835, 'sunset': 1572131403}",-18000.0,4863349.0,Basco,200,,,
"{'lon': 115.51, 'lat': -2.54}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",model,"{'temp': 297.46, 'pressure': 1009, 'humidity': 89, 'temp_min': 297.46, 'temp_max': 297.46, 'sea_level': 1009, 'grnd_level': 996}",,"{'speed': 0.55, 'deg': 90}",{'all': 95},1572095353.0,"{'country': 'ID', 'sunrise': 1572040576, 'sunset': 1572084448}",28800.0,1641899.0,Labuhan,200,,{'3h': 3.31},
"{'lon': -58.74, 'lat': -38.55}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 284.82, 'pressure': 1013, 'humidity': 97, 'temp_min': 284.82, 'temp_max': 284.82}",,"{'speed': 2.24, 'deg': 225, 'gust': 5.81}",{'all': 92},1572095353.0,"{'type': 3, 'id': 2019717, 'country': 'AR', 'sunrise': 1572080043, 'sunset': 1572128616}",-10800.0,3430443.0,Necochea,200,,{'3h': 0.94},
"{'lon': 128.74, 'lat': -15.77}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 302.15, 'pressure': 1010, 'humidity': 54, 'temp_min': 302.15, 'temp_max': 302.15}",10000.0,"{'speed': 1.5, 'deg': 10}",{'all': 40},1572095353.0,"{'type': 1, 'id': 9587, 'country': 'AU', 'sunrise': 1572036683, 'sunset': 1572081991}",28800.0,2068110.0,Kununurra,200,,,
,,,,,,,,,,,,404,city not found,,
"{'lon': -135.06, 'lat': 60.72}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 263.11, 'pressure': 1034, 'humidity': 85, 'temp_min': 262.04, 'temp_max': 264.15}",24140.0,"{'speed': 1, 'deg': 200}",{'all': 20},1572095354.0,"{'type': 1, 'id': 983, 'country': 'CA', 'sunrise': 1572106168, 'sunset': 1572139121}",-25200.0,6180550.0,Whitehorse,200,,,
"{'lon': 85.18, 'lat': 45.63}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",model,"{'temp': 285.38, 'pressure': 1023, 'humidity': 30, 'temp_min': 285.38, 'temp_max': 285.38, 'sea_level': 1023, 'grnd_level': 989}",,"{'speed': 4.27, 'deg': 222}",{'all': 25},1572095354.0,"{'country': 'CN', 'sunrise': 1572050973, 'sunset': 1572088609}",28800.0,1529626.0,Baijiantan,200,,,
"{'lon': 113.87, 'lat': -7.02}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 300.24, 'pressure': 1010, 'humidity': 78, 'temp_min': 300.24, 'temp_max': 300.24, 'sea_level': 1010, 'grnd_level': 1006}",,"{'speed': 4.56, 'deg': 95}",{'all': 100},1572095354.0,"{'country': 'ID', 'sunrise': 1572040733, 'sunset': 1572085078}",25200.0,1626099.0,Sumenep,200,,,
"{'lon': -52.33, 'lat': 3.17}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",model,"{'temp': 299.77, 'pressure': 1014, 'humidity': 82, 'temp_min': 299.77, 'temp_max': 299.77, 'sea_level': 1014, 'grnd_level': 996}",,"{'speed': 1.53, 'deg': 59}",{'all': 41},1572095354.0,"{'country': 'GF', 'sunrise': 1572081154, 'sunset': 1572124428}",-10800.0,3382226.0,Camopi,200,,,
"{'lon': 81.8, 'lat': 26.37}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,"{'temp': 297.63, 'pressure': 1009, 'humidity': 63, 'temp_min': 297.63, 'temp_max': 297.63, 'sea_level': 1009, 'grnd_level': 999}",,"{'speed': 1.29, 'deg': 131}",{'all': 5},1572095354.0,"{'country': 'IN', 'sunrise': 1572050258, 'sunset': 1572090946}",19800.0,1262392.0,Musafirkhana,200,,,
"{'lon': 1.17, 'lat': 6.95}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",model,"{'temp': 303.46, 'pressure': 1011, 'humidity': 61, 'temp_min': 303.46, 'temp_max': 303.46, 'sea_level': 1011, 'grnd_level': 990}",,"{'speed': 2.38, 'deg': 117}",{'all': 84},1572095354.0,"{'country': 'TG', 'sunrise': 1572068513, 'sunset': 1572111391}",0.0,2364752.0,Notse,200,,,
"{'lon': 8.94, 'lat': 46.01}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 294.61, 'pressure': 1023, 'humidity': 56, 'temp_min': 292.04, 'temp_max': 296.48}",10000.0,"{'speed': 2.1, 'deg': 250}",{'all': 0},1572095354.0,"{'type': 1, 'id': 6734, 'country': 'IT', 'sunrise': 1572069328, 'sunset': 1572106846}",7200.0,2659739.0,Massagno,200,,,
"{'lon': 119.87, 'lat': -0.9}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",model,"{'temp': 293.36, 'pressure': 1010, 'humidity': 98, 'temp_min': 293.36, 'temp_max': 293.36, 'sea_level': 1010, 'grnd_level': 932}",,"{'speed': 0.46, 'deg': 310}",{'all': 94},1572095352.0,"{'country': 'ID', 'sunrise': 1572039615, 'sunset': 1572083317}",28800.0,1633034.0,Palu,200,,{'3h': 2.38},
"{'lon': 76.51, 'lat': 25.33}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,"{'temp': 299.29, 'pressure': 1011, 'humidity': 44, 'temp_min': 299.29, 'temp_max': 299.29, 'sea_level': 1011, 'grnd_level': 984}",,"{'speed': 2.98, 'deg': 74}",{'all': 1},1572095355.0,"{'country': 'IN', 'sunrise': 1572051463, 'sunset': 1572092280}",19800.0,1263751.0,Mangrol,200,,,
"{'lon': 22.76, 'lat': 54.15}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",model,"{'temp': 289.22, 'pressure': 1016, 'humidity': 62, 'temp_min': 289.22, 'temp_max': 289.22, 'sea_level': 1016, 'grnd_level': 998}",,"{'speed': 7.11, 'deg': 225}",{'all': 100},1572095355.0,"{'country': 'PL', 'sunrise': 1572067029, 'sunset': 1572102512}",7200.0,757718.0,Smolenka,200,,,
,,,,,,,,,,,,404,city not found,,
"{'lon': -66.9, 'lat': -4.88}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",model,"{'temp': 297.49, 'pressure': 1013, 'humidity': 89, 'temp_min': 297.49, 'temp_max': 297.49, 'sea_level': 1013, 'grnd_level': 1003}",,"{'speed': 0.9, 'deg': 36}",{'all': 82},1572095355.0,"{'country': 'BR', 'sunrise': 1572084224, 'sunset': 1572128351}",-14400.0,3664659.0,Carauari,200,,{'3h': 0.44},
"{'lon': 40.72, 'lat': 37.32}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 297.49, 'pressure': 1014, 'humidity': 36, 'temp_min': 297.15, 'temp_max': 298.15}",10000.0,"{'speed': 3.6, 'deg': 140}",{'all': 40},1572095356.0,"{'type': 1, 'id': 7003, 'country': 'TR', 'sunrise': 1572060898, 'sunset': 1572100023}",10800.0,304797.0,Mardin,200,,,
,,,,,,,,,,,,404,city not found,,
"{'lon': 26.67, 'lat': 40.41}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 295.27, 'pressure': 1021, 'humidity': 49, 'temp_min': 295.15, 'temp_max': 295.37}",10000.0,"{'speed': 8.2, 'deg': 30}",{'all': 0},1572095356.0,"{'type': 1, 'id': 6975, 'country': 'TR', 'sunrise': 1572064531, 'sunset': 1572103133}",10800.0,746983.0,Gelibolu,200,,,
